mls_hash,listing_source_master_id,address,city,state,zip,property_type,price,listed_dt,pend_dt,is_in_listings
-7779204416814443026,837000,3801 68th Avenue Ct NW,GIG HARBOR,WA,98335,100,525000,,2023-06-02,False
-7779091064891788541,207000,1293 Straight Gut Rd,ROCK SPRING,GA,30739,100,369900,,2023-06-02,False
-7779082279544435075,881000,6 Benedict Ln,NEW MILFORD,CT,06776,100,910000,,2023-06-02,False
-7779082279544303876,881000,50 Ferris Estates Rd,NEW MILFORD,CT,06776,100,2100000,,2023-06-02,False
-7778686157368043498,850000,2920 Catalina Road,FAYETTEVILLE,NC,28306,100,145000,,2023-06-02,False
-7773706571212933079,229000,9290 Country Ln,SEBASTOPOL,CA,95472,100,1995000,,2023-06-02,False
-7773514177762697724,208000,331 STANLEY AVE,MAMARONECK,NY,10543,100,719000,,2023-06-02,False
-7772702833551832859,591000,547 Steerview St,SAINT CLOUD,FL,34771,100,715000,,2023-06-02,False
-7771148227149692642,207000,12169 Weimar Avenue,PORT CHARLOTTE,FL,33981,100,300000,,2023-06-02,False
-7768507333165299782,725000,2537 S Washington Ave,WICHITA,KS,67216,100,79900,,2023-06-02,False
-7768507333165234188,725000,1307 E Alturas St,WICHITA,KS,67216,100,85000,,2023-06-02,False
-7768507333165234187,725000,1201 E Alturas St,WICHITA,KS,67216,100,85000,,2023-06-02,False
-7767572970106131145,207000,8165 E Ts Avenue,SCOTTS,MI,49088,100,219900,,2023-06-02,False
-7765307243127666784,607000,561 N Cygnet Lake Drive,BENTON HARBOR,MI,49022,100,299900,,2023-06-02,False
-7764460376306021988,607000,2986 Maplewood Street,BENTON HARBOR,MI,49022,100,319900,,2023-06-02,False
-7764178110315983595,607000,344 Waverly Drive Drive,BENTON HARBOR,MI,49022,100,209000,,2023-06-02,False
-7762186165058005327,208000,2043 BERRY HILL DR,FRANKFORT,KY,40601,200,314000,,2023-06-02,False
-7760723159224273435,812000,31 Woodbrook Drive,MATAWAN,NJ,07747,100,592500,,2023-06-02,False
-7760098413314722392,378000,8041 36TH Avenue N,SAINT PETERSBURG,FL,33710,100,430000,,2023-06-02,False
-7759816134415653577,378000,5120 13TH Avenue N,SAINT PETERSBURG,FL,33710,100,505000,,2023-06-02,False
-7759816134415456784,378000,5301 14TH Avenue N,SAINT PETERSBURG,FL,33710,100,399900,,2023-06-02,False
-7759674967685200948,208000,9930 STATE ROUTE 37 N,GOREVILLE,IL,62939,100,295000,,2023-06-02,False
-7758908101673106711,531000,1502 Sycamore Street,NORTH LITTLE ROCK,AR,72114,300,160900,,2023-06-02,False
-7757829251999792531,591000,3007 Hemingway CIRCLE #3007,HAINES CITY,FL,33844,200,225000,,2023-06-02,False
-7756982228563415363,475000,3430 Andover Trace Ln,MISSOURI CITY,TX,77459,100,570000,,2023-06-02,False
-7756915466399725206,598000,6188 Greenwood Dr #202,FALLS CHURCH,VA,22044,200,215000,,2023-06-02,False
-7754926392110154577,881000,129 High St,WALLINGFORD,CT,06492,1300,334900,,2023-06-02,False
-7754926374897436177,881000,12 Self Ct #12,WALLINGFORD,CT,06492,1300,555000,,2023-06-02,False
-7754926374897304980,881000,31 Dutton St,WALLINGFORD,CT,06492,1300,232000,,2023-06-02,False
-7754361791279007375,881000,26 New England Dr,WALLINGFORD,CT,06492,1300,699900,,2023-06-02,False
-7753232641254671368,881000,32 Christian St,WALLINGFORD,CT,06492,1300,269900,,2023-06-02,False
-7753232641254408978,881000,231 South Main St,WALLINGFORD,CT,06492,1300,549900,,2023-06-02,False
-7752668092061548186,881000,7 Cliffside Dr,WALLINGFORD,CT,06492,1300,479900,,2023-06-02,False
-7752668079151796180,881000,46 Parkview Rd,WALLINGFORD,CT,06492,1300,305000,,2023-06-02,False
-7752668061938684178,881000,1016 North Main St Extension,WALLINGFORD,CT,06492,1300,325000,,2023-06-02,False
-7752571094971760168,229000,746 Fall Rock Branch Dr,CONROE,TX,77304,1300,464900,,2023-06-02,False
-7752539232903045878,3100,31 Canoncito Vista Road,TIJERAS,NM,87059,100,295000,,2023-06-02,False
-7750919809511766297,531000,16455 State Highway 83,HOWE,OK,74940,100,215000,,2023-06-02,False
-7750660196187189958,378000,2331 Lake Woodberry Circle,BRANDON,FL,33510,200,234999,,2023-06-02,False
-7747846446325202256,834000,2247 Line Lexington Road,HATFIELD,PA,19440,100,275000,,2023-06-02,False
-7746532651545324775,486000,1249 Columbus Way,VISTA,CA,92081,100,995000,,2023-06-02,False
-7746306436159207957,347000,545 Chickasaw Trl,GOODLETTSVILLE,TN,37072,100,700000,,2023-06-02,False
-7745968080835860787,486000,536 Mimosa Avenue,VISTA,CA,92081,100,999000,,2023-06-02,False
-7745968076532566382,486000,1145 Marine View Drive,VISTA,CA,92081,100,1099000,,2023-06-02,False
-7745186520617250442,661000,29 Annmarie Terrace,BUFFALO,NY,14225,100,62000,,2023-06-02,False
-7744904246020426449,661000,19 Temple Drive,BUFFALO,NY,14225,100,199900,,2023-06-02,False
-7744807652286856478,881000,9 Mourning Dove Trl #9,EAST WINDSOR,CT,06088,100,369900,,2023-06-02,False
-7744479749156436388,207000,1800 The Greens Way,JACKSONVILLE BEACH,FL,32250,200,272000,,2023-06-02,False
-7744197496075690807,207000,4300 South Beach Pkwy,JACKSONVILLE BEACH,FL,32250,200,485000,,2023-06-02,False
-7744197465953023600,207000,413 1st St S,JACKSONVILLE BEACH,FL,32250,200,529000,,2023-06-02,False
-7743638407802807075,524000,1417 Clendon Circle,LELAND,NC,28451,100,408990,,2023-06-02,False
-7743638407802741472,524000,1381 Clendon Circle,LELAND,NC,28451,100,393890,,2023-06-02,False
-7743638407802544681,524000,3957 Aquarius Way,LELAND,NC,28451,100,357900,,2023-06-02,False
-7743638407802413482,524000,1013 Mill Creek Loop,LELAND,NC,28451,100,305000,,2023-06-02,False
-7743638399195759082,524000,3742 Chestnut Grove Road,LELAND,NC,28451,100,326890,,2023-06-02,False
-7743638390589826270,524000,3710 Audrey Street,LELAND,NC,28451,100,300000,,2023-06-02,False
-7743206964511755866,784000,318 Fairview Avenue,LANCASTER,PA,17603,200,198900,,2023-06-02,False
-7742276847904974345,824000,197 Brae Burn DR,EUGENE,OR,97405,100,675000,,2023-06-02,False
-7740835680259109663,10000,4937 Woolworth Avenue,OMAHA,NE,68106,100,245000,,2023-06-02,False
-7738284205826102584,229000,1053 N Hanley Rd,SAINT LOUIS COUNTY MID,MO,63130,100,325000,,2023-06-02,False
-7737719639420588981,229000,7071 Arcadia Ave,SAINT LOUIS COUNTY MID,MO,63130,100,125000,,2023-06-02,False
-7737719635117097781,229000,1063 Wilson Ave,SAINT LOUIS COUNTY MID,MO,63130,100,250000,,2023-06-02,False
-7737437377733385796,229000,421 N Hanley Rd,SAINT LOUIS COUNTY MID,MO,63130,100,679999,,2023-06-02,False
-7737155064407830597,229000,1341 Eastover Ave,SAINT LOUIS COUNTY MID,MO,63130,100,149900,,2023-06-02,False
-7737017054402492538,208000,1129 S BEECH ST # 1131,CASPER,WY,82601,300,199000,,2023-06-02,False
-7736872785508171397,229000,7219 Dorset Ave,SAINT LOUIS COUNTY MID,MO,63130,100,249900,,2023-06-02,False
-7736790055418022542,280000,5876 Little Cove Ct,LAS VEGAS,NV,89120,100,485000,,2023-06-02,False
-7736590493699284992,229000,7358 Colgate Ave,SAINT LOUIS COUNTY MID,MO,63130,100,364900,,2023-06-02,False
-7736590480789139395,229000,1514 Lyndale Ave,SAINT LOUIS COUNTY MID,MO,63130,100,84000,,2023-06-02,False
-7736308214799297792,229000,7847 Milan Ave,SAINT LOUIS COUNTY MID,MO,63130,100,95900,,2023-06-02,False
-7736308197586316997,229000,7462 Cornell Ave,SAINT LOUIS COUNTY MID,MO,63130,100,348000,,2023-06-02,False
-7736025935899638597,229000,6932 Pershing Ave,SAINT LOUIS COUNTY MID,MO,63130,100,589900,,2023-06-02,False
-7736025914383888185,229000,854 Wilner Dr,SAINT LOUIS COUNTY MID,MO,63130,100,429900,,2023-06-02,False
-7735505476276587739,657000,4526 65 Street S,FARGO,ND,58104,100,738000,2023-06-02,2023-06-02,True
-7733886780643694646,638000,12730 W Fiddleleaf Dr,BOISE,ID,83713,100,429900,,2023-06-02,False
-7731825400643865158,208000,34 3RD ST,SAVANNA,IL,61074,300,89000,,2023-06-02,False
-7731821035691630994,661000,112 S Zebra Street,DUNKIRK,NY,14048,100,99999,,2023-06-02,False
-7731821022781944587,661000,35 Crooked Brook Drive,DUNKIRK,NY,14048,100,209900,,2023-06-02,False
-7731519429844010979,208000,1202 COUNTRYSIDE RD,NOLENSVILLE,TN,37135,100,515000,,2023-06-02,False
-7731519421237750167,208000,421 OLDENBURG RD,NOLENSVILLE,TN,37135,100,1299999,,2023-06-02,False
-7731237155247777378,208000,4832 KINTORE DR,NOLENSVILLE,TN,37135,100,589900,,2023-06-02,False
-7731237150944154986,208000,306 CHIMNEY RDG,NOLENSVILLE,TN,37135,100,674500,,2023-06-02,False
-7731237150944023783,208000,1117 FREWIN ST,NOLENSVILLE,TN,37135,100,489000,,2023-06-02,False
-7729854999613827966,513000,646 Bethpage Drive,RED OAK,TX,75154,1300,402400,,2023-06-02,False
-7729248743371637240,671000,,POTOSI,MO,63664,100,295000,,2023-06-02,False
-7728754381800433682,661000,460 Berkshire Avenue,BUFFALO,NY,14215,100,131333,,2023-06-02,False
-7727637565639976304,860000,1605 Henderson Street,EUREKA,CA,95501,100,499000,,2023-06-02,False
-7724435471520063651,293000,818 E St Joseph Street,GREEN BAY,WI,54301,100,269900,,2023-06-02,False
-7724435462913868445,293000,1634 Rustic Oaks Court,GREEN BAY,WI,54301,100,499900,,2023-06-02,False
-7724435458610902044,293000,1633 Rustic Oaks Court,GREEN BAY,WI,54301,100,389900,,2023-06-02,False
-7720999705508517838,837000,531 Boulevard Rd SE,OLYMPIA,WA,98501,100,299950,,2023-06-02,False
-7720717435215644238,837000,2920 24th Ave SE,OLYMPIA,WA,98501,100,485000,,2023-06-02,False
-7720713444905102299,539000,3 Bluestone Terrace Way,EAST SANDWICH,MA,02537,100,579900,,2023-06-02,False
-7720218618711643826,843000,6428 Freeport Road,FAYETTEVILLE,NC,28303,100,120000,,2023-06-02,False
-7719654030789658232,843000,6303 Thistle Court,FAYETTEVILLE,NC,28303,100,199900,,2023-06-02,False
-7718854441653274275,881000,5 Elm St,CANAAN,CT,06018,1300,515000,,2023-06-02,False
-7718114143618461241,208000,2306 ROBERTA DR,MOBILE,AL,36617,100,85000,,2023-06-02,False
-7716710725000080610,447000,98 Longmeadow Drive,DELMAR,NY,12054,100,399900,,2023-06-02,False
-7716169992114751672,598000,43483 Mink Meadows St,CHANTILLY,VA,20152,100,785000,,2023-06-02,False
-7715866083510104626,671000,160 Box 1940,FAIRDEALING,MO,63939,100,59900,,2023-06-02,False
-7713869893950321107,881000,41 Fairfield Ln #41,GLASTONBURY,CT,06033,1300,449900,,2023-06-02,False
-7713194595974062130,710000,366 Sandpiper Rd,RICHMOND HILL,GA,31324,100,265000,,2023-06-02,False
-7712630033871121344,710000,36 Boyd Dr,RICHMOND HILL,GA,31324,100,289000,,2023-06-02,False
-7712630029568417338,710000,317 Mcgregor Circle,RICHMOND HILL,GA,31324,100,499900,,2023-06-02,False
-7712630025265057337,710000,369 Waybridge Way,RICHMOND HILL,GA,31324,100,465000,,2023-06-02,False
-7711817762944288001,290000,58 Preserve Drive,FORT MORGAN,CO,80701,100,583000,,2023-06-02,False
-7709896762546632627,207000,27 Stokes Street,FREEHOLD,NJ,07728,300,666000,,2023-06-02,False
-7709896762546239036,207000,36 Monmouth Avenue,FREEHOLD,NJ,07728,300,937500,,2023-06-02,False
-7709896762546239034,207000,20-36 Hull Avenue,FREEHOLD,NJ,07728,300,1687000,,2023-06-02,False
-7709503196318778131,881000,,WATERFORD,CT,06385,100,329900,,2023-06-02,False
-7708452668577377045,837000,7319 72nd Avenue Ct NW,GIG HARBOR,WA,98335,100,1385000,,2023-06-02,False
-7708170376768162636,837000,3808 15th Ave NW,GIG HARBOR,WA,98335,100,769000,,2023-06-02,False
-7707624851794835492,866000,3016 Margaret Court,CHESNEE,SC,29323,100,330145,,2023-06-02,False
-7706777984973453092,866000,388 Keel Road,CHESNEE,SC,29323,100,364065,,2023-06-02,False
-7706596659260586739,634000,1992 Teal Cove,LAKE CITY,AR,72437,100,182500,,2023-06-02,False
-7704304655247523519,10000,8501 Makaha Circle,PAPILLION,NE,68046,100,500000,,2023-06-02,False
-7702262902664735788,664000,1568 Lakeway Dr,FLEMING ISLAND,FL,32003,100,440000,,2023-06-02,False
-7702262889755049381,664000,2244 S Brook Dr,FLEMING ISLAND,FL,32003,100,685000,,2023-06-02,False
-7701468479881355949,623000,,NEW YORK,NY,10019,200,650000,,2023-06-02,False
-7700765324824876098,3700,W247N5872 Trapp Trl,SUSSEX,WI,53089,100,459900,,2023-06-02,False
-7700330770175999563,208000,2303 EDGEBROOK DR,MARSHALLTOWN,IA,50158,200,189900,,2023-06-02,False
-7699931246609622276,208000,104 CARNOUSTIE CIR,ANDERSON,SC,29621,100,385000,,2023-06-02,False
-7699734930502610415,745000,527 Whitehall Avenue SW,PALM BAY,FL,32908,100,315000,,2023-06-02,False
-7699170346884444004,848000,1076 Corbin Circle,PALM BAY,FL,32908,100,365000,,2023-06-02,False
-7698888089500404025,745000,930 La Belle Avenue SW,PALM BAY,FL,32908,100,295990,,2023-06-02,False
-7698888089500404024,745000,1360 Scottish Street SW,PALM BAY,FL,32908,100,288990,,2023-06-02,False
-7698888089500404023,745000,443 Garfield Street SW,PALM BAY,FL,32908,100,305990,,2023-06-02,False
-7698888089500404022,745000,1060 Savery Road SW,PALM BAY,FL,32908,100,295990,,2023-06-02,False
-7698247516242925427,274000,791 COUNTY LINE ROAD,EASTABOGA,AL,36260,100,174900,,2023-06-02,False
-7694314469219724318,229000,363 Ronald Dr,GREENCASTLE,PA,17225,100,235000,,2023-06-02,False
-7694254951995398140,837000,1309 131st St SE #A,EVERETT,WA,98208,100,625000,,2023-06-02,False
-7693820070532237497,421000,7820 S Brande Ave,SIOUX FALLS,SD,57108,100,499900,2023-06-02,2023-06-02,True
-7693820070532106294,421000,8113 S Brett Ave,SIOUX FALLS,SD,57108,100,484900,2023-06-02,2023-06-02,True
-7693820066228746296,421000,5304 S Solono Ave,SIOUX FALLS,SD,57108,100,455000,,2023-06-02,False
-7693269150783173110,814000,126 E 1st Ave,DENVER,CO,80203,100,585000,,2023-06-02,False
-7691748827241149664,3500,78 Bannerview Drive,GARNER,NC,27529,100,315000,,2023-06-02,False
-7691748805725005653,207000,172 Suntree Lane,GARNER,NC,27529,100,569000,2023-06-02,2023-06-02,True
-7691748801422039254,3500,252 Thornwhistle Place,GARNER,NC,27529,100,429900,,2023-06-02,False
-7691748801422039252,3500,208 Gulley Glen Drive,GARNER,NC,27529,100,335000,,2023-06-02,False
-7691748801421776849,3500,105 McNaughton Court,GARNER,NC,27529,100,525000,,2023-06-02,False
-7691748797118941645,3500,2018 Ford Gates Drive,GARNER,NC,27529,100,280000,,2023-06-02,False
-7691466531128706453,3500,529 Pierce Landing Drive,GARNER,NC,27529,100,465000,,2023-06-02,False
-7689998190506650258,816000,17951 Strongsville Blvd,STRONGSVILLE,OH,44149,100,225000,,2023-06-02,False
-7688240126560081644,229000,2546 Forbidden Fig Row,MANVEL,TX,77578,1300,509900,,2023-06-02,False
-7686819433374007251,229000,1596 W 3250 N #54,PLEASANT GROVE,UT,84062,100,1750616,,2023-06-02,False
-7682255644861714260,881000,112 Southwick Ct #112,CHESHIRE,CT,06410,1400,299900,,2023-06-02,False
-7681624572252603688,814000,5262 S Eaton Park Way,AURORA,CO,80016,100,725000,,2023-06-02,False
-7681126507747392663,881000,490 Oak Ave #43,CHESHIRE,CT,06410,1400,157700,,2023-06-02,False
-7680921371179266134,671000,218 Cedar Grove Dr,SAINT CHARLES,MO,63304,200,195000,,2023-06-02,False
-7679792234064091753,671000,1355 Kyle Dr,SAINT CHARLES,MO,63304,200,250000,,2023-06-02,False
-7678961000360967460,820000,2050 Edgar Street,AUGUSTA,GA,30904,100,100000,,2023-06-02,False
-7678678751583975470,820000,2357 Redwood Drive,AUGUSTA,GA,30904,100,230000,,2023-06-02,False
-7678678751583713078,820000,258 E Vineland Road,AUGUSTA,GA,30904,100,310000,,2023-06-02,False
-7678678751583713074,820000,2404 Mohican Road,AUGUSTA,GA,30904,100,285000,,2023-06-02,False
-7677435691468544517,664000,10913 Lothmore Rd,JACKSONVILLE,FL,32221,100,495000,,2023-06-02,False
-7677435669952400513,664000,2174 Kistlers Ridge Way,JACKSONVILLE,FL,32221,100,275000,,2023-06-02,False
-7677153408266115715,664000,7752 Knoll Dr S,JACKSONVILLE,FL,32221,100,245000,,2023-06-02,False
-7677153408265918921,664000,866 Chapman Dr,JACKSONVILLE,FL,32221,100,239000,,2023-06-02,False
-7677153403962558917,664000,8939 Castle Rock Dr,JACKSONVILLE,FL,32221,100,295000,,2023-06-02,False
-7676290735034898043,487000,1127 Looking Glass Lane,KNOXVILLE,TN,37919,100,584900,,2023-06-02,False
-7676063220936780401,486000,926 Arroyo Vista Drive,VISTA,CA,92081,100,999500,,2023-06-02,False
-7672784260436537144,229000,3619 Chaucer Ct,PASADENA,MD,21122,200,335000,,2023-06-02,False
-7669247048495347639,486000,13522 Calais Dr,DEL MAR,CA,92014,100,2050000,,2023-06-02,False
-7667532483408278208,229000,7912 Delmar Blvd,SAINT LOUIS COUNTY MID,MO,63130,100,475000,,2023-06-02,False
-7667532479104983810,229000,7155 Cambridge Ave,SAINT LOUIS COUNTY MID,MO,63130,100,626500,,2023-06-02,False
-7667250187295835004,229000,6204 Waterman Ave,SAINT LOUIS COUNTY MID,MO,63130,100,649000,,2023-06-02,False
-7667250178689574203,229000,966 Morehouse Ln,SAINT LOUIS COUNTY MID,MO,63130,100,389900,,2023-06-02,False
-7666992566050780194,208000,4302 REKA DR,ANCHORAGE,AK,99508,200,130000,,2023-06-02,False
-7666992561747813789,208000,3964 REKA DR APT D3,ANCHORAGE,AK,99508,200,140000,,2023-06-02,False
-7666967904092881404,229000,8024 Gannon Ave,SAINT LOUIS COUNTY MID,MO,63130,100,519000,,2023-06-02,False
-7666823772558786406,347000,346 Preakness Cir,PLEASANT VIEW,TN,37146,100,325000,,2023-06-02,False
-7666685612283404606,229000,1622 Quendo Ave,SAINT LOUIS COUNTY MID,MO,63130,100,75000,,2023-06-02,False
-7666403333383745411,229000,6616 Pershing,SAINT LOUIS COUNTY MID,MO,63130,100,769000,,2023-06-02,False
-7666403329080582212,229000,7490 Teasdale Ave,SAINT LOUIS COUNTY MID,MO,63130,100,850000,,2023-06-02,False
-7666403324777484604,229000,8122 Teasdale Ave,SAINT LOUIS COUNTY MID,MO,63130,100,1675000,,2023-06-02,False
-7666121041574727810,229000,539 Westview Dr,SAINT LOUIS COUNTY MID,MO,63130,100,449000,,2023-06-02,False
-7666121041574399811,229000,7414 Cornell Ave,SAINT LOUIS COUNTY MID,MO,63130,100,409900,,2023-06-02,False
-7666121032968007805,229000,6507 Crest Ave,SAINT LOUIS COUNTY MID,MO,63130,100,135000,,2023-06-02,False
-7666121028665172597,229000,6818 Kingsbury Blvd,SAINT LOUIS COUNTY MID,MO,63130,100,399900,,2023-06-02,False
-7666121020058255802,229000,6250 Westminster Pl,SAINT LOUIS COUNTY MID,MO,63130,100,975000,,2023-06-02,False
-7666121015755420597,229000,911 Morehouse Ln,SAINT LOUIS COUNTY MID,MO,63130,100,375000,,2023-06-02,False
-7665838766978166211,229000,7347 Shaftesbury Ave,SAINT LOUIS COUNTY MID,MO,63130,100,360000,,2023-06-02,False
-7665838762675003014,229000,7546 Trenton Ave,SAINT LOUIS COUNTY MID,MO,63130,100,74900,,2023-06-02,False
-7665838758371905409,229000,6521 Chamberlain Ave,SAINT LOUIS COUNTY MID,MO,63130,100,195000,,2023-06-02,False
-7665838745462284602,229000,7630 Gannon Ave,SAINT LOUIS COUNTY MID,MO,63130,100,425000,,2023-06-02,False
-7665838732552204607,229000,6703 Etzel Ave,SAINT LOUIS COUNTY MID,MO,63130,100,125000,,2023-06-02,False
-7665767931934341766,207000,906 Kentland Drive,NEOSHO,MO,64850,100,159000,,2023-06-02,False
-7665556449349316607,229000,1421 Forest Green Ct,SAINT LOUIS COUNTY MID,MO,63130,100,200000,,2023-06-02,False
-7665485653034616974,207000,13696 Pella Lane,NEOSHO,MO,64850,100,252000,,2023-06-02,False
-7665485644428290570,207000,2105 Dixieland Lane,NEOSHO,MO,64850,100,274900,,2023-06-02,False
-7665274191966195009,229000,7825 Cornell Ave,SAINT LOUIS COUNTY MID,MO,63130,100,445000,,2023-06-02,False
-7665274187662703809,229000,6326 Waterman Ave,SAINT LOUIS COUNTY MID,MO,63130,100,920000,,2023-06-02,False
-7665274183359540611,229000,7320 Kingsbury Blvd,SAINT LOUIS COUNTY MID,MO,63130,100,399000,,2023-06-02,False
-7665274161843659006,229000,1163 Remley Ct,SAINT LOUIS COUNTY MID,MO,63130,100,179900,,2023-06-02,False
-7664991895853292613,229000,7529 Ahern Ave,SAINT LOUIS COUNTY MID,MO,63130,100,275000,,2023-06-02,False
-7664991882943737409,229000,7848 Greensfelder Ln,SAINT LOUIS COUNTY MID,MO,63130,100,749900,,2023-06-02,False
-7664411053293411562,881000,1070 Marion Ave,PLANTSVILLE,CT,06479,1300,524900,,2023-06-02,False
-7663417022195177809,817000,9811 Riverway Run,POWELL,OH,43065,100,1300000,,2023-06-02,False
-7663134769114301029,817000,171 W Parkside Drive,POWELL,OH,43065,100,349900,,2023-06-02,False
-7663134764811334621,817000,10785 Rushden Court,POWELL,OH,43065,100,899700,,2023-06-02,False
-7663134764811334620,817000,4319 Vista Walk Lane,POWELL,OH,43065,100,549900,,2023-06-02,False
-7663134760508040220,817000,2146 Worthingwoods Boulevard,POWELL,OH,43065,100,319900,,2023-06-02,False
-7663134756204942620,817000,7103 Scioto Chase Boulevard,POWELL,OH,43065,100,498000,,2023-06-02,False
-7663134756204614621,817000,435 Shale Ridge Court,POWELL,OH,43065,100,700000,,2023-06-02,False
-7663134738992093015,817000,6761 Cook Road,POWELL,OH,43065,100,699000,,2023-06-02,False
-7660945211220196987,866000,372 Winsmith Drive,SPARTANBURG,SC,29303,100,169923,,2023-06-02,False
