mls_hash,listing_source_master_id,address,city,state,zip,property_type,price,listed_dt,pend_dt,is_in_listings
-7983968359124223667,229000,8339 Braddock Dr,SAINT LOUIS COUNTY MID,MO,63132,100,179900,,2023-06-02,False
-7983968350517766066,229000,863 Berick Dr,SAINT LOUIS COUNTY MID,MO,63132,100,355000,,2023-06-02,False
-7983486141385097751,722000,388 Miller Mcelreath Road,DANIELSVILLE,GA,30633,500,225000,,2023-06-02,False
-7983242801216327731,881000,53 Charolais Way,BURLINGTON,CT,06013,1300,775000,,2023-06-02,False
-7983121513818722884,229000,8230 Montreal Dr,SAINT LOUIS COUNTY MID,MO,63132,100,124900,,2023-06-02,False
-7983121505211806083,229000,9621 Mesa Dr,SAINT LOUIS COUNTY MID,MO,63132,100,249900,,2023-06-02,False
-7982839226312409285,229000,8340 Braddock Dr,SAINT LOUIS COUNTY MID,MO,63132,100,182500,,2023-06-02,False
-7982297269589620782,208000,582 GREEN RD,SPARTA,TN,38583,500,249900,,2023-06-02,False
-7981573864978794922,300000,51 Talmadge Street,ASHEVILLE,NC,28806,100,749000,,2023-06-02,False
-7981573864978401333,300000,15 Sheppard Drive,ASHEVILLE,NC,28806,100,509000,,2023-06-02,False
-7980261623508522921,208000,5007 NW 75TH LN,GAINESVILLE,FL,32653,100,425000,,2023-06-02,False
-7979075454629611311,378000,6534 S West Shore Circle,TAMPA,FL,33616,100,399900,,2023-06-02,False
-7976554726398990313,207000,102 Boxwood,RAYMOND,NH,03077,500,55000,,2023-06-02,False
-7976407422361366250,290000,129 Martin Drive,EVERGREEN,CO,80439,100,635000,,2023-06-02,False
-7976025516443478383,834000,4670 Cypress Avenue,FEASTERVILLE TREVOSE,PA,19053,100,619999,,2023-06-02,False
-7974296439259217527,207000,12 Lilac,RAYMOND,NH,03077,500,225000,,2023-06-02,False
-7973055122428367632,229000,9491 County 25 Blvd,CANNON FALLS,MN,55009,100,800000,,2023-06-02,False
-7969843305366662693,208000,486 FRANCIS ST,EAST CHINA,MI,48054,100,265000,,2023-06-02,False
-7966785819437702265,706000,3913 W WOOD PATH,STONE MOUNTAIN,GA,30083,100,255000,,2023-06-02,False
-7964009250749515715,207000,15581 County Road 340,FLEMINGTON,MO,65650,500,180000,,2023-06-02,False
-7962428522605232199,817000,450 Treesong Road,MARENGO,OH,43334,100,530000,,2023-06-02,False
-7961045301951685445,475000,2923 Chaplin Place Dr,HUMBLE,TX,77396,100,221000,,2023-06-02,False
-7958804915826115950,817000,6069 Riva Ridge Drive,DAYTON,OH,45414,100,329990,,2023-06-02,False
-7958172586361664422,229000,6457 Topside Ave,FLOWERY BRANCH,GA,30542,200,259500,,2023-06-02,False
-7954985443137917721,671000,123 Kimble Ct,OLD MONROE,MO,63369,100,215000,,2023-06-02,False
-7954349129041717321,779000,526 W 77th Street,SHREVEPORT,LA,71106,100,40000,,2023-06-02,False
-7953845487429453480,229000,530 Valley Rd #3F,MONTCLAIR,NJ,07043,200,415000,,2023-06-02,False
-7952882140943181165,881000,39 Harding St,BERLIN,CT,06037,100,274900,,2023-06-02,False
-7952880736802863909,881000,195 Lake Rd,ANDOVER,CT,06232,1300,279000,,2023-06-02,False
-7952033857071598306,881000,1 Times Farm Rd,ANDOVER,CT,06232,1300,454900,,2023-06-02,False
-7951550850967097009,756000,397 Lyndfield Close,PITTSBORO,NC,27312,200,410000,,2023-06-02,False
-7949560807487753310,229000,71 Spring St,NUTLEY,NJ,07110,100,499000,,2023-06-02,False
-7949493427541084243,207000,1232 Peggy Drive,HUMMELSTOWN,PA,17036,200,250000,,2023-06-02,False
-7947994969525372103,297000,725 Garden District Dr,CHARLOTTE,NC,28202,200,345000,,2023-06-02,False
-7944330541330840289,539000,86 Chestnut Circle,BREWSTER,MA,02631,200,425000,,2023-06-02,False
-7943778933710121250,229000,3022 Guilford Ave,BALTIMORE,MD,21218,200,450000,,2023-06-02,False
-7943496663416657251,229000,3814 Kimble Rd,BALTIMORE,MD,21218,200,130000,,2023-06-02,False
-7940847320728807807,475000,4159 Galloway Dr,PEARLAND,TX,77584,100,475000,,2023-06-02,False
-7939448841635742151,816000,10408 N Church Dr #420,CLEVELAND,OH,44130,200,95000,,2023-06-02,False
-7936198348903289218,404000,1629 Corporation St,BEAVER,PA,15009,100,225000,,2023-06-02,False
-7935581403329939118,816000,8970 Woodstone Dr,BRECKSVILLE,OH,44141,100,650000,,2023-06-02,False
-7934982136629102197,224000,86 IRONWOOD DR,ROYERSFORD,PA,19468,200,539855,,2023-06-02,False
-7934926860896563230,723000,3868 Cox Gap Road,BOAZ,AL,35956,100,199900,,2023-06-02,False
-7934881906376119515,208000,214 ARTHUR CT,WAVERLY,VA,23890,100,239000,,2023-06-02,False
-7934469286143497343,580000,16055 Highway 26 Highway,JENNINGS,LA,70546,100,140000,,2023-06-02,False
-7934114089934808471,623000,6th Avenue,BROOKLYN,NY,11209,400,300000,,2023-06-02,False
-7933634070231387975,837000,3302 I St NE #A101,AUBURN,WA,98002,200,299950,,2023-06-02,False
-7932467113068400775,72000,4611 W SWEET CIDER Court,PEORIA,IL,61604,500,42900,,2023-06-02,False
-7930651459589927805,208000,175 9TH ST S,BRIGANTINE,NJ,08203,100,799900,,2023-06-02,False
-7929851354996203274,706000,302 Eagle Ridge CT,CANTON,GA,30114,100,529900,,2023-06-02,False
-7929331309091954545,881000,30 Church St,BALTIC,CT,06330,100,195000,,2023-06-02,False
-7928967894506659925,486000,237 Diamond Way #101,VISTA,CA,92083,200,449990,,2023-06-02,False
-7928095151096312639,229000,130 Lassiter Cir,FINKSBURG,MD,21048,500,114995,,2023-06-02,False
-7925278284749495064,881000,233 Indian Hill Trl,GLASTONBURY,CT,06033,1300,419900,,2023-06-02,False
-7923703704794944756,756000,1601 Bonaventure Road,GREENSBORO,NC,27408,100,230000,,2023-06-02,False
-7923421434501611969,756000,1911 Elkhart Drive,GREENSBORO,NC,27408,100,260000,,2023-06-02,False
-7923421412985599161,756000,2603 Overbrook Drive,GREENSBORO,NC,27408,100,250000,,2023-06-02,False
-7922734380887371776,816000,13800 Shaker Blvd #804,CLEVELAND,OH,44120,200,125000,,2023-06-02,False
-7920303518634920649,881000,2 Carriage Dr,NEW MILFORD,CT,06776,100,389900,,2023-06-02,False
-7919174342790883852,881000,312 Kent Rd,NEW MILFORD,CT,06776,100,219900,,2023-06-02,False
-7918598645133983111,378000,2440 Quincy Street S,SAINT PETERSBURG,FL,33711,100,299900,,2023-06-02,False
-7917200459357179483,814000,4051 S Rifle Way,AURORA,CO,80013,200,399900,,2023-06-02,False
-7915981531954233301,230000,1204 Adam Ave,BURNET,TX,78611,100,358900,,2023-06-02,False
-7915225900202147637,310000,116 Beechwood Dr,HATTIESBURG,MS,39402,100,199000,,2023-06-02,False
-7915225895899312425,310000,29 Canebrake Blvd,HATTIESBURG,MS,39402,100,498500,,2023-06-02,False
-7914280386442335459,208000,615 TEXAS AVE,LEBANON,MO,65536,100,59900,,2023-06-02,False
-7913998107543069852,208000,333 W 3RD ST,LEBANON,MO,65536,100,104900,,2023-06-02,False
-7913231911980469563,722000,1547 Summer Song Drive,MARIETTA,GA,30067,200,405380,,2023-06-02,False
-7908244158481618134,863000,10575 E VICTORY LN,ATHOL,ID,83801,100,790000,,2023-06-02,False
-7906342650275740966,751000,477 ARADON DRIVE,ODENVILLE,AL,35120,100,550000,,2023-06-02,False
-7906060358466788965,751000,410 RIDGEFIELD DRIVE,ODENVILLE,AL,35120,100,256300,,2023-06-02,False
-7905580136101800696,404000,1104 4th St,CHARLEROI,PA,15022,100,5000,,2023-06-02,False
-7905520694958773933,207000,3 High View,RAYMOND,NH,03077,500,229000,,2023-06-02,False
-7905238416059311531,207000,8 Pond,RAYMOND,NH,03077,500,269900,,2023-06-02,False
-7904956111340410731,207000,3 Margaret,RAYMOND,NH,03077,500,259900,,2023-06-02,False
-7904808880814226543,297000,129 Princess Loop,TROUTMAN,NC,28166,100,298000,,2023-06-02,False
-7903500717108451136,756000,4947 Cashatt Road,TRINITY,NC,27370,500,175000,,2023-06-02,False
-7902361877612641297,208000,674 EDWARDS VILLAGE BLVD,EDWARDS,CO,81632,200,1350000,,2023-06-02,False
-7902361877612444501,208000,470 HOMESTEAD DR APT 1,EDWARDS,CO,81632,200,819000,,2023-06-02,False
-7901250901993715301,207000,204 Progress Road,GLOVERSVILLE,NY,12078,100,325000,,2023-06-02,False
-7900248177113308894,208000,4076 19TH ST,WYANDOTTE,MI,48192,100,214900,,2023-06-02,False
-7899900452664707974,10000,1809 Missouri Avenue,OMAHA,NE,68107,100,89900,,2023-06-02,False
-7898584720156892338,229000,5105 S Jacaranda Pl,FORT MOHAVE,AZ,86426,100,339000,,2023-06-02,False
-7897671039260051003,740000,2512 NW 61st Street,OKLAHOMA CITY,OK,73112,100,295000,,2023-06-02,False
-7897106442731935795,740000,4129 NW 55th Street,OKLAHOMA CITY,OK,73112,100,199900,,2023-06-02,False
-7895854879461513691,280000,5013 Rancho Bernardo Way,LAS VEGAS,NV,89130,100,449000,,2023-06-02,False
-7895854862248401681,280000,5400 Singing Hills Dr,LAS VEGAS,NV,89130,100,350000,,2023-06-02,False
-7895854853642140878,280000,5917 Blush Ave,LAS VEGAS,NV,89130,100,400000,,2023-06-02,False
-7894944569267787665,722000,203 Pinegate Road,PEACHTREE CITY,GA,30269,100,525000,,2023-06-02,False
-7894944564964558871,722000,601 Garamond Place,PEACHTREE CITY,GA,30269,100,489900,,2023-06-02,False
-7894944564964165277,722000,302 Abercorn Square,PEACHTREE CITY,GA,30269,100,949000,,2023-06-02,False
-7894662264548886862,722000,108 Calloway Crossing #45,PEACHTREE CITY,GA,30269,100,850000,,2023-06-02,False
-7894527749915334651,591000,1233 Sago Palm Blvd #1233,KISSIMMEE,FL,34741,200,179900,,2023-06-02,False
-7893575744188519164,228000,2800 Meadow Drive,LAWRENCE,KS,66047,100,265000,,2023-06-02,False
-7893374244996359755,754000,715 Kovel Ct,RUSSELLVILLE,AR,72801,100,278500,,2023-06-02,False
-7893374244996228561,754000,1002 W B St,RUSSELLVILLE,AR,72801,100,174500,,2023-06-02,False
-7891412194436180212,677000,161 Hunt Road,DUNMOR,KY,42339,100,82500,,2023-06-02,False
-7890153342741172596,475000,313 5th St,DICKINSON,TX,77539,100,180000,,2023-06-02,False
-7889937956030376722,672000,600 Admiral Boulevard 307,KANSAS CITY,MO,64106,200,220000,,2023-06-02,False
-7889642758615430155,229000,26 Old Oak Rd,GLEN RIDGE,NJ,07028,100,2100000,,2023-06-02,False
-7889642745705874946,229000,20 Douglas Rd,GLEN RIDGE,NJ,07028,100,875000,,2023-06-02,False
-7889642728492959742,229000,99 Carteret St,GLEN RIDGE,NJ,07028,100,629000,,2023-06-02,False
-7888367504300919892,207000,24 & 26 Bokel Road,RONKONKOMA,NY,11779,100,1025000,,2023-06-02,False
-7887170581272001611,208000,17007 E BALDWIN AVE,GREENACRES,WA,99016,100,379000,,2023-06-02,False
-7886083639940893525,391000,8540 SW 133rd Ave Rd #208,MIAMI,FL,33183,200,201400,,2023-06-02,False
-7886077172259081986,817000,1938 Fountain View Drive,DAYTON,OH,45414,100,595000,,2023-06-02,False
-7885719459191584415,623000,,NEW YORK,NY,10006,200,3300000,,2023-06-02,False
-7884726543738739329,779000,1110 Laurel Creek Drive,SHREVEPORT,LA,71106,100,310000,,2023-06-02,False
-7884189779420046625,581000,229 Blake Way,MOUNT STERLING,KY,40353,100,289900,,2023-06-02,False
-7883625204408075430,581000,10 Frasure Ln,MOUNT STERLING,KY,40353,100,210900,,2023-06-02,False
-7883217986542015582,293000,1866 Farlin Avenue,GREEN BAY,WI,54302,100,179900,,2023-06-02,False
-7883217986541687581,293000,2611 Newberry Avenue,GREEN BAY,WI,54302,100,324900,,2023-06-02,False
-7883217982238721176,293000,605 Eastview Drive,GREEN BAY,WI,54302,100,251000,,2023-06-02,False
-7883162536902675419,399000,6455 Jack Hill Drive,OROVILLE,CA,95966,500,299500,,2023-06-02,False
-7882130401312966384,881000,632 High Rd,BERLIN,CT,06037,100,469900,,2023-06-02,False
-7881283543097516790,881000,2 Old Wood Rd,BERLIN,CT,06037,100,545000,,2023-06-02,False
-7881116075851279936,447000,1845 Highland Avenue,TROY,NY,12180,300,234900,,2023-06-02,False
-7880888312326058211,293000,1573 Red Maple Road,DE PERE,WI,54115,100,409900,,2023-06-02,False
-7880888312325861414,293000,407 S Good Hope Road,DE PERE,WI,54115,100,359900,,2023-06-02,False
-7880888312325664622,293000,2426 Adrienne Court,DE PERE,WI,54115,100,649900,,2023-06-02,False
-7880888308022829408,293000,1005 Coutryside Drive,DE PERE,WI,54115,100,350000,,2023-06-02,False
-7878882980378151759,229000,4350 N Roosevelt St,KINGMAN,AZ,86409,100,239900,,2023-06-02,False
-7878882980378086156,229000,3650 E Devlin Ave,KINGMAN,AZ,86409,100,129969,,2023-06-02,False
-7878882980378020559,229000,3571 E Bluebird Ln,KINGMAN,AZ,86409,100,149900,,2023-06-02,False
-7878090075200461309,297000,718 W Trade St Unit 305,CHARLOTTE,NC,28202,200,398000,,2023-06-02,False
-7878014759889893547,539000,200 Union Street,YARMOUTH PORT,MA,02675,100,559000,,2023-06-02,False
-7877094812761089711,575000,127 E Morningside Dr. 201A,SOUTH PADRE ISLAND,TX,78597,200,204500,,2023-06-02,False
-7876118859715700422,229000,54-56 Bragaw Ave,NEWARK,NJ,07112,300,650000,,2023-06-02,False
-7875827397747141497,785000,9117 Castlebear Drive,COLORADO SPRINGS,CO,80927,100,405000,,2023-06-02,False
-7871136158511015533,229000,14 Tower Hill Ct,SAINT LOUIS COUNTY MID,MO,63132,200,135000,,2023-06-02,False
-7870763976098439560,753000,2540 55th St SW,NAPLES,FL,34116,100,450000,,2023-06-02,False
-7870481688592453967,753000,1769 54th Ter SW,NAPLES,FL,34116,100,459000,,2023-06-02,False
-7869530645592602988,824000,509 Cascade DR,VANCOUVER,WA,98664,100,465000,,2023-06-02,False
-7867823058579831882,881000,15 Benneville Rd,MILFORD,CT,06461,100,525000,,2023-06-02,False
-7861406115337693417,229000,217 Steed Ln,BEL AIR,MD,21014,200,449900,2023-06-02,2023-06-02,True
-7861123862257275824,229000,623 Emmy Dee Dr,BEL AIR,MD,21014,200,340000,,2023-06-02,False
-7861123857954178219,229000,406 Hanna Way,BEL AIR,MD,21014,200,319000,,2023-06-02,False
-7861123857953850232,229000,296 Canterbury Rd #296-N,BEL AIR,MD,21014,200,210000,,2023-06-02,False
-7861123849347458223,229000,1719 Pine Forest Ct,BEL AIR,MD,21014,200,470000,,2023-06-02,False
-7860641909580961430,623000,,BROOKLYN,NY,11238,200,5295000,,2023-06-02,False
-7859032722445327421,706000,910 Stream Valley TRL,ALPHARETTA,GA,30022,100,775000,,2023-06-02,False
-7858796544048959175,706000,4472 Lemon ST #7,ACWORTH,GA,30101,200,539900,,2023-06-02,False
-7857172625449859074,3700,7405 S Tifton Dr,FRANKLIN,WI,53132,100,424900,,2023-06-02,False
-7857172621147220668,3700,7561 S Pacific St,FRANKLIN,WI,53132,100,449900,,2023-06-02,False
-7857172616843926262,3700,2815 W Hilltop Ln,FRANKLIN,WI,53132,100,379900,,2023-06-02,False
-7856890346550790271,3700,12040 W Rawson Ave,FRANKLIN,WI,53132,100,330000,,2023-06-02,False
-7856152695247708815,229000,1005 Walton,HOUSTON,TX,77009,1300,849900,,2023-06-02,False
-7855881475254741886,812000,65 Hedgewood Road,HOWELL,NJ,07731,100,545000,,2023-06-02,False
-7855091094311944277,881000,50 Line St,GLASTONBURY,CT,06033,1300,284900,,2023-06-02,False
-7854383608566935626,229000,1513 Wycliffe #D,HOUSTON,TX,77043,1300,499990,,2023-06-02,False
-7854074463685671808,207000,159 Chappell Rd,ATLANTA,GA,30314,100,399990,,2023-06-02,False
-7849620751966918585,208000,7854 N TOWNSHIP ROAD 51,FOSTORIA,OH,44830,200,200000,,2023-06-02,False
-7849252514956612869,513000,10775 County Road 2404,KEMP,TX,75143,100,123600,,2023-06-02,False
-7848504210574726980,602000,1907 Mattie Dr,COPPERAS COVE,TX,76522,100,184900,,2023-06-02,False
-7848277827503600100,347000,210 Northview Ct,HENDERSONVILLE,TN,37075,100,499999,,2023-06-02,False
-7848221910158989380,602000,2303 Dennis St,COPPERAS COVE,TX,76522,100,245000,,2023-06-02,False
-7847939652775539782,602000,508 Redbud Dr,COPPERAS COVE,TX,76522,100,190000,,2023-06-02,False
-7847713252491825695,347000,107 Wyncrest Ct,HENDERSONVILLE,TN,37075,100,619900,,2023-06-02,False
-7847713243885302496,347000,2012 Hollyhock Drive,HENDERSONVILLE,TN,37075,100,619990,,2023-06-02,False
-7847713239582139289,347000,109 Sioux Ct,HENDERSONVILLE,TN,37075,100,529900,,2023-06-02,False
-7847713239581680098,347000,29 Nokes Dr,HENDERSONVILLE,TN,37075,100,539900,,2023-06-02,False
-7847713226672387291,347000,152 Dayflower Drive,HENDERSONVILLE,TN,37075,100,575000,,2023-06-02,False
-7845563790412272961,297000,5739 Ballinard Ln,CHARLOTTE,NC,28277,200,595000,,2023-06-02,False
-7845329305483202186,207000,1336 Nottington Court,ANN ARBOR,MI,48103,200,489000,2023-06-02,2023-06-02,True
-7845315968264448667,290000,54 Spruce Court,EVERGREEN,CO,80439,100,1195000,,2023-06-02,False
-7845281515816236158,297000,11410 Olde Turnbury Ct,CHARLOTTE,NC,28277,200,429900,,2023-06-02,False
-7844716940803608965,297000,8246 Indigo Row,CHARLOTTE,NC,28277,200,520000,,2023-06-02,False
-7844716923591152950,297000,17071 Commons Creek Dr,CHARLOTTE,NC,28277,200,315000,,2023-06-02,False
-7842936746443874660,208000,5906 S DONORA DR,SPOKANE,WA,99223,100,450000,,2023-06-02,False
-7842764577200120663,229000,429 Florence Ave,SEBASTOPOL,CA,95472,100,975000,,2023-06-02,False
-7841401507668554141,475000,835 Beachcomber Ln,HOUSTON,TX,77062,100,209000,,2023-06-02,False
-7840098461417017134,661000,231 Main Street,ATTICA,NY,14011,100,184900,,2023-06-02,False
-7840078094730449198,756000,8300 Spotswood Road,SUMMERFIELD,NC,27358,500,230000,,2023-06-02,False
-7836854233761399454,379000,5027 Barbara Ln,MILTON,FL,32570,100,235000,,2023-06-02,False
-7836321968197591284,866000,1919 Plath Top Rd,ROCK HILL,SC,29730,200,359990,,2023-06-02,False
-7836295891702308228,513000,6433 Darwood Avenue,FORT WORTH,TX,76116,100,415000,,2023-06-02,False
-7835757410398469686,866000,1927 Plath Top Rd,ROCK HILL,SC,29730,200,324990,,2023-06-02,False
-7834573139745903199,229000,2964 Yorkway,DUNDALK,MD,21222,200,178000,,2023-06-02,False
-7834573135442805596,229000,126 William Wade Ave,DUNDALK,MD,21222,200,149999,,2023-06-02,False
-7833479066267880680,545000,617 Old Long Plain Rd,LEVERETT,MA,01054,100,399900,,2023-06-02,False
-7832221318887783366,229000,4901 Green River Rd #284,CORONA,CA,92878,500,220000,,2023-06-02,False
-7832080304954857708,404000,10 Claireview Dr,CARNEGIE,PA,15106,100,338000,,2023-06-02,False
-7830981235601369354,545000,333 Brush Hill Road B-1,MILTON,MA,02186,100,985000,,2023-06-02,False
-7830753323474119212,396000,1318 213th Street,DYER,IN,46311,100,319000,,2023-06-02,False
-7830753314867530415,396000,9146 Beall Street,DYER,IN,46311,100,435000,,2023-06-02,False
-7830397423519412353,814000,8836 Miners Pl,HIGHLANDS RANCH,CO,80126,100,580000,,2023-06-02,False
-7828536393814949122,208000,285 YACHTMAN DR,SALISBURY,NC,28146,500,149500,,2023-06-02,False
-7828236353722286577,207000,4300 W 9th Street Unit 87,MARCUS HOOK,PA,19061,500,34900,,2023-06-02,False
-7828220412015681296,595000,3431 Bottomwood Dr,ERLANGER,KY,41018,100,179400,,2023-06-02,False
-7828220412015550098,595000,536 Grouse Ct,ERLANGER,KY,41018,100,230000,,2023-06-02,False
-7828220412015418903,595000,1560 Raintree Ct,ERLANGER,KY,41018,100,235000,,2023-06-02,False
-7828220407712583699,595000,1429 Creeknoll Ct,ERLANGER,KY,41018,100,224900,,2023-06-02,False
-7828220407712518095,595000,59 Plymouth Ln Ln,ERLANGER,KY,41018,100,230000,,2023-06-02,False
-7827185260319715817,722000,404 Turnerwoods Road,GRAY,GA,31032,100,229900,,2023-06-02,False
-7826007476403900326,875000,1078 Kenwood Ave,BRIGHTON,TN,38011,100,234900,,2023-06-02,False
-7825022708598213864,623000,,BROOKLYN,NY,11217,200,3995000,,2023-06-02,False
-7823993803581154736,866000,821 Gravley Rd,PICKENS,SC,29671,100,219900,,2023-06-02,False
-7823993803581089133,866000,409 Pleasant View Rd,PICKENS,SC,29671,100,399000,,2023-06-02,False
-7823967619902287773,661000,5300 Salt Road,CLARENCE,NY,14031,300,415000,,2023-06-02,False
-7823711546197836343,866000,366 Hayes Rd,PICKENS,SC,29671,100,425000,,2023-06-02,False
-7823711528984658744,866000,203 Shady Grove Esates,PICKENS,SC,29671,100,220000,,2023-06-02,False
-7823711524681626735,866000,220 Lakewood Dr,PICKENS,SC,29671,100,225000,,2023-06-02,False
-7823711516075365929,866000,189 Windtree Ridge,PICKENS,SC,29671,100,425000,,2023-06-02,False
-7823711516075103538,866000,316 Blacksnake Rd,PICKENS,SC,29671,100,248800,,2023-06-02,False
-7822254056260917101,208000,205 CRAWFORD AVE,WINSIDE,NE,68790,100,205000,,2023-06-02,False
-7819118458881236359,15000,955 Cherry Stem Road,HAW RIVER,NC,27258,100,418390,,2023-06-02,False
-7818271617878767566,15000,3115 Mallory Drive,HAW RIVER,NC,27258,100,355140,,2023-06-02,False
-7818271613575866763,15000,1695 Collie Drive #51,HAW RIVER,NC,27258,100,283990,,2023-06-02,False
-7818271613575801158,15000,3103 Mallory Drive #275,HAW RIVER,NC,27258,100,345990,,2023-06-02,False
-7818271613575735565,15000,3107 Mallory Drive #276,HAW RIVER,NC,27258,100,369440,,2023-06-02,False
-7818271609272441166,15000,3123 Mallory Drive #280,HAW RIVER,NC,27258,100,332990,,2023-06-02,False
-7813203408485439104,207000,3146 Kilstrom Road,WEBSTER,WI,54893,100,515000,,2023-06-02,False
-7812677274726772577,611000,6449 Pizarro Cir,MADISON,WI,53719,100,384900,,2023-06-02,False
-7811556789333902385,688000,701 River Ave N Unit 102,SAUK RAPIDS,MN,56379,200,130000,,2023-06-02,False
-7811096369873078002,881000,17 Rockledge Ct,BERLIN,CT,06037,100,290000,,2023-06-02,False
-7811096369873012397,881000,65 Christopher Way,BERLIN,CT,06037,100,659900,,2023-06-02,False
-7810668070282505531,486000,5261 Catoctin Drive,SAN DIEGO,CA,92115,100,975000,,2023-06-02,False
-7810242293303292431,671000,5011 Beacon Falls DR,COLUMBIA,MO,65203,100,625000,,2023-06-02,False
-7810242280393934026,671000,1121 W Stewart RD,COLUMBIA,MO,65203,100,269900,,2023-06-02,False
-7810242280393802820,671000,705 Gunnison CT,COLUMBIA,MO,65203,100,525000,,2023-06-02,False
-7810242280393737224,671000,405 Hirth AVE,COLUMBIA,MO,65203,100,169000,,2023-06-02,False
-7810242280393671629,671000,4903 Royal Lytham DR,COLUMBIA,MO,65203,100,359900,,2023-06-02,False
-7810242280393671626,671000,1431 W Georgetown LP,COLUMBIA,MO,65203,100,299900,,2023-06-02,False
-7810242276090902020,671000,2510 Lloyd DR,COLUMBIA,MO,65203,100,315000,,2023-06-02,False
-7810242276090902015,671000,4307 Fall River DR,COLUMBIA,MO,65203,100,325000,,2023-06-02,False
-7810242276090836419,671000,4502 Bristol CT,COLUMBIA,MO,65203,100,280000,,2023-06-02,False
-7810242276090836418,671000,3908 Sherman CT,COLUMBIA,MO,65203,100,369900,,2023-06-02,False
-7809755917057054444,598000,26 Sire Way,WARRENTON,VA,20186,200,399900,,2023-06-02,False
-7809171833247065184,475000,801 E Beach Drive Tw2208,GALVESTON,TX,77550,200,980000,,2023-06-02,False
-7809150102424384627,709000,1805 Blair Court,HINESVILLE,GA,31313,100,250000,,2023-06-02,False
-7809035979882344577,229000,6636 Bartmer Ave,SAINT LOUIS COUNTY MID,MO,63130,100,169900,,2023-06-02,False
-7808471404869914179,229000,6832 Julian Ave,SAINT LOUIS COUNTY MID,MO,63130,100,197500,,2023-06-02,False
-7808471391960293381,229000,1311 Midland Dr,SAINT LOUIS COUNTY MID,MO,63130,100,225000,,2023-06-02,False
-7808471383354294968,229000,11 Nob Hill Ln,SAINT LOUIS COUNTY MID,MO,63130,100,402900,,2023-06-02,False
-7808337687276003751,72000,8391 N Meadowlark Lane,STILLMAN VALLEY,IL,61084,100,285000,,2023-06-02,False
-7807059980249475777,229000,6547 Corbitt Ave,SAINT LOUIS COUNTY MID,MO,63130,100,24500,,2023-06-02,False
-7806788003671757787,661000,26 Myrtle Avenue,SPRINGVILLE,NY,14141,100,169900,,2023-06-02,False
-7805646933279288422,378000,,RUSKIN,FL,33570,200,299990,,2023-06-02,False
-7800986870583379581,229000,8805 Baltimore St,SAVAGE,MD,20763,100,530000,,2023-06-02,False
-7800879067498453784,661000,61 W 4th Street,DUNKIRK,NY,14048,100,134900,,2023-06-02,False
-7800295148325147361,208000,2142 KIRKWALL DR,NOLENSVILLE,TN,37135,100,599900,,2023-06-02,False
-7800295144021787363,208000,1217 COUNTRYSIDE RD,NOLENSVILLE,TN,37135,100,549500,,2023-06-02,False
-7800012886638534575,208000,521 FORT LEE CT,NOLENSVILLE,TN,37135,100,1000000,,2023-06-02,False
-7799506983888051965,513000,4521 N O Connor Road 2169,IRVING,TX,75062,200,219000,,2023-06-02,False
-7798063207676306449,753000,103 Clubhouse Ln B-382,NAPLES,FL,34105,200,649000,,2023-06-02,False
-7797847459900679012,391000,6291 SW 8th St,NORTH LAUDERDALE,FL,33068,100,328600,,2023-06-02,False
-7795566626929320592,779000,6109 Verona Lane,SHREVEPORT,LA,71105,100,225000,,2023-06-02,False
-7795525927188959042,595000,2433 Rolling Hills Dr,FT MITCHELL,KY,41017,200,190000,,2023-06-02,False
-7795345251307226345,229000,41 Montague Pl #2,MONTCLAIR,NJ,07042,200,399000,,2023-06-02,False
-7795284348030120585,207000,1821 Anniston Avenue,SHREVEPORT,LA,71105,100,207000,,2023-06-02,False
-7795062998227267946,229000,8 S Mountain Ave #E,MONTCLAIR,NJ,07042,200,799000,,2023-06-02,False
-7793087378260264070,539000,142 Coachman Lane,WEST BARNSTABLE,MA,02668,100,789000,,2023-06-02,False
-7792337709984863608,688000,27199 148th Ln,ISLE,MN,56342,100,199900,,2023-06-02,False
-7791638354996813319,749000,483 Prairie View Drive,COLOGNE,MN,55322,100,516443,,2023-06-02,False
-7789712732857208828,208000,2009 EDWARDS AVE,MOBILE,AL,36617,100,59900,,2023-06-02,False
-7789410102716584628,706000,10190 Rillridge CT,ALPHARETTA,GA,30022,100,400000,,2023-06-02,False
-7787196498634557224,629000,8214 Pelham Avenue,SAINT LOUIS,MO,63147,100,49900,,2023-06-02,False
-7785472070568106697,242000,49802 Potomac Road,CANTON,MI,48188,200,361500,,2023-06-02,False
-7784663435999720064,598000,26097 Springdale Dr,CHANTILLY,VA,20152,100,799500,,2023-06-02,False
-7784663431696491267,598000,25789 Spectacular Run Place,CHANTILLY,VA,20152,100,1170000,,2023-06-02,False
-7783774788275691092,881000,52 Coach Rd,GLASTONBURY,CT,06033,1300,425000,,2023-06-02,False
-7783492509375769505,881000,390 Three Mile Rd,GLASTONBURY,CT,06033,1300,684900,,2023-06-02,False
-7783492487860150290,881000,188 Timrod Trl,GLASTONBURY,CT,06033,1300,524900,,2023-06-02,False
-7783492474950070288,881000,9 Robin Rd,GLASTONBURY,CT,06033,1300,549000,,2023-06-02,False
-7783210196050607888,881000,118 Shallowbrook Ln,GLASTONBURY,CT,06033,1300,299900,,2023-06-02,False
